population,alpha,beta,amplitude,period
50,1000.000000,0.000010,0.006924,321.000000
50,0.100000,100.000000,0.0,-1.0
50,1000.000000,0.001000,0.024923,406.172840
50,100.000000,0.010000,0.043507,444.328358
50,0.001000,0.000100,0.007344,304.181818
50,0.010000,1.000000,0.0,-1.0
50,1.000000,0.000100,0.004551,252.903226
50,1.000000,100.000000,0.0,-1.0
50,0.000010,0.000100,0.007667,296.363636
50,0.001000,100.000000,0.0,-1.0
50,100.000000,100.000000,0.0,-1.0
50,100.000000,0.000100,0.006642,277.287356
50,1000.000000,0.100000,0.0,-1.0
50,1000.000000,0.000100,0.014711,349.065217
50,0.000100,0.000010,0.008077,302.142857
50,10000.000000,10000.000000,0.0,-1.0
50,100.000000,0.000010,0.004165,251.740000
50,0.100000,0.000010,0.003663,239.247059
50,0.000100,10.000000,0.0,-1.0
50,10000.000000,10.000000,0.0,-1.0
50,0.010000,100.000000,0.0,-1.0
50,1000.000000,10.000000,0.0,-1.0
50,0.000010,0.100000,0.072987,577.250000
50,0.001000,0.000010,0.004478,275.978495
50,0.010000,0.000100,0.029340,183.204082
50,0.000100,0.000100,0.012418,403.858824
50,0.100000,0.010000,0.035730,358.206897
50,1.000000,0.001000,0.023533,335.235955
50,0.100000,0.100000,0.100338,763.760000
50,10.000000,1.000000,0.779852,278.000000
50,10000.000000,100.000000,0.0,-1.0
50,0.010000,0.100000,0.102321,424.074074
50,0.010000,0.001000,0.017586,351.125000
50,10.000000,0.010000,0.011556,450.426230
50,0.000010,10.000000,0.0,-1.0
50,10.000000,100.000000,0.0,-1.0
50,0.000100,0.001000,0.007457,357.000000
50,0.001000,0.001000,0.005809,275.223529
50,0.100000,10000.000000,0.0,-1.0
50,0.000100,1.000000,1.264879,274.333333
50,1000.000000,100.000000,0.0,-1.0
50,100.000000,1.000000,0.965232,597.647059
50,100.000000,10000.000000,0.000000,25.446809
50,1000.000000,1000.000000,0.0,-1.0
50,1.000000,0.100000,0.064841,707.939394
50,10000.000000,1000.000000,0.0,-1.0
50,10000.000000,0.000100,0.006317,323.555556
50,1.000000,0.000010,0.005258,326.629213
50,10000.000000,0.000010,0.005376,259.525773
50,1.000000,10000.000000,0.0,-1.0
50,0.001000,10000.000000,0.0,-1.0
50,0.000100,0.010000,0.034811,509.200000
50,0.010000,0.010000,0.006196,290.775510
50,0.001000,10.000000,0.0,-1.0
50,10.000000,10000.000000,0.000000,74.325581
50,0.000010,0.000010,0.010702,282.354167
50,100.000000,1000.000000,0.0,-1.0
50,0.000100,1000.000000,0.0,-1.0

